month,year,zip,flu_total,vacc_total,AsmAtck_total,Asma_total,ILIness_total,pat_vis_total,mem_live_total,flu_rate_visit,flu_rate_live,vacc_rate_visit,vacc_rate_live,AsmAtck_rate_visit,AsmAtck_rate_live,Asma_rate_visit,Asma_rate_live,ILIness_rate_visit,ILIness_rate_live
12,2007,501,3,573,8,91,1557,48543,38179,0.0618008776,0.0785772283,11.803967616,15.008250609,0.1648023402,0.2095392755,1.8746266197,2.383509259,32.07465546,40.781581498
1,2007,502,41,523,16,222,2334,65985,47844,0.6213533379,0.8569517599,7.9260437978,10.931360254,0.2424793514,0.334420199,3.3644010002,4.6400802608,35.371675381,48.783546526
2,2007,502,134,356,26,221,2792,65985,47844,2.0307645677,2.8007691665,5.3951655679,7.4408494273,0.394028946,0.5434328233,3.3492460408,4.6191789984,42.312646814,58.356324722
3,2007,502,43,404,12,200,1812,65985,47844,0.6516632568,0.8987542848,6.122603622,8.4441100242,0.1818595135,0.2508151492,3.0309918921,4.1802524873,27.460786542,37.873087534
4,2007,502,5,335,23,213,1605,65985,47844,0.0757747973,0.1045063122,5.0769114193,7.0019229161,0.3485640676,0.480729036,3.2280063651,4.4519688989,24.323709934,33.54652621
5,2007,502,2,397,14,223,1154,65985,47844,0.0303099189,0.0418025249,6.0165189058,8.2978011872,0.2121694324,0.2926176741,3.3795559597,4.6609815233,17.488823217,24.120056851
6,2007,502,0,598,10,169,833,65985,47844,0,0,9.0626657574,12.498954937,0.1515495946,0.2090126244,2.5611881488,3.5323133517,12.624081231,17.410751609
7,2007,502,0,797,8,164,801,65985,47844,0,0,12.07850269,16.658306162,0.1212396757,0.1672100995,2.4854133515,3.4278070395,12.139122528,16.741911211
8,2007,502,1,1083,17,243,1061,65985,47844,0.0151549595,0.0209012624,16.412821096,22.636067218,0.2576343108,0.3553214614,3.6826551489,5.079006772,16.079411988,22.176239445
9,2007,502,0,542,33,214,1375,65985,47844,0,0,8.2139880276,11.32848424,0.5001136622,0.6897416604,3.2431613245,4.4728701614,20.838069258,28.73923585
10,2007,502,1,2254,20,241,1855,65985,47844,0.0151549595,0.0209012624,34.159278624,47.111445531,0.3030991892,0.4180252487,3.65234523,5.0372042471,28.112449799,38.771841819
11,2007,502,2,2499,26,253,2211,65985,47844,0.0303099189,0.0418025249,37.872243692,52.232254828,0.394028946,0.5434328233,3.8342047435,5.2880193964,33.507615367,46.212691247
12,2007,502,4,801,13,183,1955,65985,47844,0.0606198378,0.0836050497,12.139122528,16.741911211,0.197014473,0.2717164117,2.7733575813,3.8249310258,29.627945745,40.861968063
1,2007,503,66,866,59,405,4037,107737,47741,0.6126029126,1.3824595212,8.0380927629,18.139544626,0.5476298765,1.2358350265,3.7591542367,8.4832743344,37.470878157,84.560440711
2,2007,503,148,589,78,392,4329,107737,47741,1.3737156223,3.1000607444,5.4670169023,12.337403909,0.7239852604,1.6338157977,3.6384900266,8.2109717015,40.181181952,90.676776775
3,2007,503,38,649,65,409,3195,107737,47741,0.3527107679,0.7959615425,6.023928641,13.594185291,0.6033210503,1.3615131648,3.796281686,8.56705976,29.65555009,66.923608638
4,2007,503,14,588,52,431,3039,107737,47741,0.1299460724,0.2932489893,5.45773504,12.316457552,0.4826568403,1.0892105318,4.0004826568,9.0278796003,28.207579569,63.655977043
5,2007,503,5,630,62,407,2392,107737,47741,0.0464093116,0.1047317819,5.8475732571,13.19620452,0.5754754634,1.2986740956,3.7777179613,8.5251670472,22.202214652,50.103684464
6,2007,503,1,885,51,368,1876,107737,47741,0.0092818623,0.0209463564,8.2144481469,18.537525397,0.473374978,1.0682641754,3.4157253311,7.7082591483,17.412773699,39.295364571
7,2007,503,4,1130,45,330,1831,107737,47741,0.0371274493,0.0837854255,10.488504414,23.669382711,0.4176838041,0.9425860372,3.0630145632,6.9122976058,16.995089895,38.352778534
8,2007,503,3,1635,60,428,2264,107737,47741,0.0278455869,0.0628390691,15.175844882,34.247292683,0.5569117388,1.2567813829,3.9726370699,8.9650405312,21.014136276,47.422550847
9,2007,503,3,973,79,437,2779,107737,47741,0.0278455869,0.0628390691,9.0312520304,20.380804759,0.7332671227,1.6547621541,4.0561738307,9.1535577386,25.794295367,58.209924384
10,2007,503,20,4299,115,511,3706,107737,47741,0.1856372463,0.4189271276,39.902726083,90.048386083,1.067414166,2.4088309839,4.7430316419,10.703588111,34.398581731,77.627196749
11,2007,503,11,3712,102,533,4243,107737,47741,0.1021004854,0.2304099202,34.454272905,77.752874887,0.9467499559,2.1365283509,4.9472326128,11.164407951,39.382941793,88.875390126
12,2007,503,22,1458,55,372,3579,107737,47741,0.2042009709,0.4608198404,13.532955252,30.539787604,0.5105024272,1.152049601,3.4528527804,7.7920445738,33.219785218,74.967009489
12,2006,504,2,525,9,76,979,26691,25578,0.0749316249,0.0781921964,19.669551534,20.52545156,0.337192312,0.3518648839,2.8474017459,2.9713034639,36.679030385,38.275080147
1,2007,504,9,245,13,97,1109,26691,25578,0.337192312,0.3518648839,9.1791240493,9.5785440613,0.4870555618,0.5082492767,3.6341838073,3.7923215263,41.549586003,43.357572914
2,2007,504,94,211,11,77,1228,26691,25578,3.5217863699,3.6750332317,7.9052864261,8.2492767222,0.4121239369,0.4300570803,2.8848675584,3.0103995621,46.008017684,48.010008601
3,2007,504,45,210,7,75,839,26691,25578,1.6859615601,1.7593244194,7.8678206137,8.210180624,0.2622606871,0.2736726875,2.8099359335,2.9322073657,31.433816642,32.801626398
4,2007,504,8,215,8,81,851,26691,25578,0.2997264996,0.3127687857,8.0551496759,8.405661115,0.2997264996,0.3127687857,3.0347308081,3.166783955,31.883406392,33.270779576
5,2007,504,1,251,8,79,608,26691,25578,0.0374658124,0.0390960982,9.403918924,9.8131206506,0.2997264996,0.3127687857,2.9597991832,3.0885917585,22.779213967,23.770427711
6,2007,504,0,364,8,76,442,26691,25578,0,0,13.63755573,14.230979748,0.2997264996,0.3127687857,2.8474017459,2.9713034639,16.559889101,17.280475409
7,2007,504,0,477,5,62,405,26691,25578,0,0,17.871192537,18.648838846,0.1873290622,0.195480491,2.3228803717,2.423958089,15.173654041,15.833919775
8,2007,504,0,761,7,77,471,26691,25578,0,0,28.511483272,29.752130737,0.2622606871,0.2736726875,2.8848675584,3.0103995621,17.646397662,18.414262257
9,2007,504,0,265,15,95,608,26691,25578,0,0,9.9284402982,10.360466025,0.5619871867,0.5864414731,3.5592521824,3.7141293299,22.779213967,23.770427711
10,2007,504,0,1149,10,121,740,26691,25578,0,0,43.048218501,44.921416843,0.3746581245,0.3909609821,4.533363306,4.7306278833,27.72470121,28.931112675
11,2007,504,2,1292,15,90,985,26691,25578,0.0749316249,0.0781921964,48.40582968,50.512158887,0.5619871867,0.5864414731,3.3719231202,3.5186488388,36.903825259,38.509656736
11,2006,505,2,1553,42,172,1651,35383,34199,0.0565243196,0.0584812421,43.89113416,45.410684523,1.1870107114,1.228106085,4.8610914846,5.0293868242,46.66082582,48.276265388
1,2007,505,74,280,35,179,1992,35383,34199,2.0913998248,2.1638059592,7.9134047424,8.1873738998,0.9891755928,1.0234217375,5.0589266032,5.2340711717,56.29822231,58.247317173
2,2007,505,291,218,32,170,2526,35383,34199,8.2242885001,8.5090207316,6.1611508351,6.3744553934,0.9043891134,0.9356998743,4.804567165,4.970905582,71.39021564,73.861808825
3,2007,505,28,186,43,205,1302,35383,34199,0.7913404742,0.81873739,5.2567617217,5.4387555192,1.2152728712,1.257346706,5.7937427578,5.9943273195,36.797332052,38.071288634
4,2007,505,1,213,23,167,1201,35383,34199,0.0282621598,0.0292406211,6.0198400362,6.2282522881,0.6500296753,0.6725342846,4.7197806856,4.8831837188,33.942853913,35.117985906
5,2007,505,0,254,22,147,868,35383,34199,0,0,7.1785885877,7.427117752,0.6217675155,0.6432936636,4.1545374898,4.2983712974,24.531554701,25.380859089
6,2007,505,0,344,22,134,598,35383,34199,0,0,9.7221829692,10.058773648,0.6217675155,0.6432936636,3.7871294124,3.9182432235,16.900771557,17.4858914
7,2007,505,1,562,14,144,627,35383,34199,0.0282621598,0.0292406211,15.883333804,16.433229042,0.3956702371,0.409368695,4.0697510104,4.2106494342,17.720374191,18.333869411
8,2007,505,1,706,15,151,795,35383,34199,0.0282621598,0.0292406211,19.953084815,20.643878476,0.4239323969,0.4386093161,4.2675861289,4.4153337817,22.468417036,23.246293751
9,2007,505,1,300,53,175,1071,35383,34199,0.0282621598,0.0292406211,8.4786479383,8.7721863212,1.4978944691,1.5497529168,4.945877964,5.1171086874,30.26877314,31.316705167
10,2007,505,1,1348,31,167,1367,35383,34199,0.0282621598,0.0292406211,38.097391403,39.416357203,0.8761269536,0.9064592532,4.7197806856,4.8831837188,38.634372439,39.971929004
12,2007,505,5,514,25,134,1555,35383,34199,0.141310799,0.1462031054,14.526750134,15.02967923,0.7065539949,0.7310155268,3.7871294124,3.9182432235,43.94765848,45.469165765
11,2006,506,3,1810,21,144,1554,39797,43908,0.0753825665,0.0683246789,45.480815137,41.222556254,0.5276779657,0.4782727521,3.6183631932,3.279584586,39.04816946,35.392183657
12,2006,506,6,516,10,84,1310,39797,43908,0.1507651331,0.1366493577,12.965801442,11.751844766,0.2512752218,0.2277489296,2.1107118627,1.9130910085,32.917054049,29.835109775
1,2007,506,34,283,17,108,1597,39797,43908,0.854335754,0.7743463606,7.1110887755,6.4452947071,0.427167877,0.3871731803,2.7137723949,2.4596884395,40.128652914,36.371504054
2,2007,506,112,223,19,99,1876,39797,43908,2.8142824836,2.5507880113,5.603437445,5.0788011296,0.4774229213,0.4327229662,2.4876246953,2.2547144028,47.1392316,42.725699189
3,2007,506,34,238,19,118,1296,39797,43908,0.854335754,0.7743463606,5.9803502777,5.420424524,0.4774229213,0.4327229662,2.9650476167,2.687437369,32.565268739,29.516261274
4,2007,506,0,225,25,119,1173,39797,43908,0,0,5.6536924894,5.1243509156,0.6281880544,0.569372324,2.9901751388,2.710212262,29.474583511,26.71494944
5,2007,506,0,259,11,89,875,39797,43908,0,0,6.5080282433,5.8986972761,0.2764027439,0.2505238225,2.2363494736,2.0269654733,21.986581903,19.928031338
6,2007,506,1,433,5,90,550,39797,43908,0.0251275222,0.022774893,10.880217102,9.8615286508,0.1256376109,0.1138744648,2.2614769958,2.0497403662,13.820137196,12.526191127
7,2007,506,0,575,9,81,533,39797,43908,0,0,14.448325251,13.095563451,0.2261476996,0.2049740366,2.0353292962,1.8447663296,13.392969319,12.139017947
8,2007,506,1,873,9,91,691,39797,43908,0.0251275222,0.022774893,21.936326859,19.882481552,0.2261476996,0.2049740366,2.2866045179,2.0725152592,17.363117823,15.737451034
9,2007,506,0,380,27,119,868,39797,43908,0,0,9.5484584265,8.654459324,0.6784430987,0.6149221099,2.9901751388,2.710212262,21.810689248,19.768607088
10,2007,506,1,1509,19,115,1230,39797,43908,0.0251275222,0.022774893,37.917430962,34.367313474,0.4774229213,0.4327229662,2.8896650501,2.6191126902,30.906852275,28.013118338
1,2007,507,25,333,8,105,988,33537,13186,0.745445329,1.8959502503,9.9293317828,25.254057334,0.2385425053,0.6067040801,3.130870382,7.9629910511,29.459999404,74.92795389
2,2007,507,56,226,14,129,1214,33537,13186,1.669797537,4.2469285606,6.7388257745,17.139390262,0.4174493843,1.0617321401,3.8464978978,9.7831032914,36.198825178,92.067344153
3,2007,507,13,271,13,125,955,33537,13186,0.3876315711,0.9858941301,8.0806273668,20.552100713,0.3876315711,0.9858941301,3.7272266452,9.4797512513,28.476011569,72.42529956
4,2007,507,5,222,16,126,884,33537,13186,0.1490890658,0.3791900501,6.6195545219,16.836038222,0.4770850106,1.2134081602,3.7570444584,9.5555892613,26.358946835,67.040800849
5,2007,507,4,243,13,108,668,33537,13186,0.1192712526,0.30335204,7.2457285983,18.428636433,0.3876315711,0.9858941301,3.2203238215,8.1905050811,19.918299192,50.659790687
6,2007,507,2,349,10,112,515,33537,13186,0.0596356263,0.15167602,10.406416793,26.467465494,0.2981781316,0.7583801001,3.3395950741,8.4938571212,15.356173778,39.056575155
7,2007,507,0,482,3,93,508,33537,13186,0,0,14.372185944,36.553920825,0.0894534395,0.22751403,2.773056624,7.052934931,15.147449086,38.525709085
8,2007,507,2,688,21,135,594,33537,13186,0.0596356263,0.15167602,20.514655455,52.176550887,0.6261740764,1.5925982102,4.0254047768,10.238131351,17.711781018,45.047777946
9,2007,507,1,331,20,122,732,33537,13186,0.0298178132,0.07583801,9.8696961565,25.102381314,0.5963562632,1.5167602002,3.6377732057,9.2522372213,21.826639234,55.513423328
10,2007,507,1,1341,25,171,1040,33537,13186,0.0298178132,0.07583801,39.98568745,101.69877142,0.745445329,1.8959502503,5.0988460506,12.968299712,31.010525688,78.871530411
11,2007,507,3,1308,23,146,1119,33537,13186,0.0894534395,0.22751403,39.001699615,99.196117094,0.6858097027,1.7442742302,4.3534007216,11.072349462,33.366132928,84.862733202
12,2007,507,1,471,21,162,916,33537,13186,0.0298178132,0.07583801,14.044189999,35.719702715,0.6261740764,1.5925982102,4.8304857322,12.285757622,27.313116856,69.46761717
12,2006,508,5,66,6,21,273,7035,8099,0.710732054,0.6173601679,9.381663113,8.1491542166,0.8528784648,0.7408322015,2.9850746269,2.5929127053,38.805970149,33.707865169
1,2007,508,4,37,12,26,347,7035,8099,0.5685856432,0.4938881343,5.2594171997,4.5684652426,1.7057569296,1.481664403,3.6958066809,3.2102728732,49.324804549,42.844795654
2,2007,508,35,36,10,22,464,7035,8099,4.9751243781,4.3215211755,5.1172707889,4.444993209,1.421464108,1.2347203358,3.1272210377,2.7163847389,65.955934613,57.291023583
3,2007,508,4,38,15,26,304,7035,8099,0.5685856432,0.4938881343,5.4015636105,4.6919372762,2.132196162,1.8520805038,3.6958066809,3.2102728732,43.212508884,37.53549821
4,2007,508,0,40,12,22,209,7035,8099,0,0,5.6858564321,4.9388813434,1.7057569296,1.481664403,3.1272210377,2.7163847389,29.708599858,25.805655019
5,2007,508,1,43,15,27,230,7035,8099,0.1421464108,0.1234720336,6.1122956645,5.3092974441,2.132196162,1.8520805038,3.8379530917,3.3337449068,32.693674485,28.398567724
6,2007,508,0,58,9,19,179,7035,8099,0,0,8.2444918266,7.1613779479,1.2793176972,1.1112483023,2.7007818053,2.3459686381,25.444207534,22.101494012
7,2007,508,0,104,8,18,152,7035,8099,0,0,14.783226724,12.841091493,1.1371712864,0.9877762687,2.5586353945,2.2224966045,21.606254442,18.767749105
8,2007,508,0,132,7,19,166,7035,8099,0,0,18.763326226,16.298308433,0.9950248756,0.8643042351,2.7007818053,2.3459686381,23.596304193,20.496357575
9,2007,508,1,56,14,32,236,7035,8099,0.1421464108,0.1234720336,7.960199005,6.9144338807,1.9900497512,1.7286084702,4.5486851457,3.9511050747,33.54655295,29.139399926
10,2007,508,0,206,25,36,297,7035,8099,0,0,29.282160625,25.435238918,3.5536602701,3.0868008396,5.1172707889,4.444993209,42.217484009,36.671193975
11,2007,508,1,169,13,34,377,7035,8099,0.1421464108,0.1234720336,24.022743426,20.866773676,1.8479033404,1.6051364366,4.8329779673,4.1980491419,53.589196873,46.548956661
,2007,509,,,,,,,6,,,,,,,,,,
1,2007,510,59,132,9,70,1133,19392,23095,3.0424917492,2.554665512,6.8069306931,5.7155228404,0.4641089109,0.3896947391,3.6097359736,3.0309590821,58.426155116,49.058237714
2,2007,510,194,80,2,49,1348,19392,23095,10.004125413,8.4000865988,4.1254125413,3.4639532366,0.1031353135,0.0865988309,2.5268151815,2.1216713574,69.51320132,58.367612037
3,2007,510,49,80,7,60,805,19392,23095,2.5268151815,2.1216713574,4.1254125413,3.4639532366,0.3609735974,0.3030959082,3.0940594059,2.5979649275,41.511963696,34.856029444
4,2007,510,5,81,12,52,698,19392,23095,0.2578382838,0.2164970773,4.176980198,3.5072526521,0.6188118812,0.5195929855,2.6815181518,2.2515696038,35.994224422,30.22299199
5,2007,510,1,104,7,50,554,19392,23095,0.0515676568,0.0432994155,5.3630363036,4.5031392076,0.3609735974,0.3030959082,2.5783828383,2.1649707729,28.568481848,23.987876164
6,2007,510,2,107,3,28,395,19392,23095,0.1031353135,0.0865988309,5.5177392739,4.633037454,0.1547029703,0.1298982464,1.4438943894,1.2123836328,20.369224422,17.103269106
7,2007,510,0,186,9,45,375,19392,23095,0,0,9.5915841584,8.0536912752,0.4641089109,0.3896947391,2.3205445545,1.9484736956,19.337871287,16.237280797
8,2007,510,2,262,7,50,481,19392,23095,0.1031353135,0.0865988309,13.510726073,11.34444685,0.3609735974,0.3030959082,2.5783828383,2.1649707729,24.804042904,20.827018835
9,2007,510,3,119,4,36,573,19392,23095,0.1547029703,0.1298982464,6.1365511551,5.1526304395,0.2062706271,0.1731976618,1.8564356436,1.5587789565,29.548267327,24.810565057
10,2007,510,1,588,6,43,716,19392,23095,0.0515676568,0.0432994155,30.321782178,25.460056289,0.3094059406,0.2597964927,2.2174092409,1.8618748647,36.922442244,31.002381468
11,2007,510,5,963,10,62,897,19392,23095,0.2578382838,0.2164970773,49.659653465,41.697337086,0.5156765677,0.4329941546,3.1971947195,2.6845637584,46.256188119,38.839575666
12,2007,510,15,215,1,42,884,19392,23095,0.7735148515,0.6494912319,11.087046205,9.3093743234,0.0515676568,0.0432994155,2.1658415842,1.8185754492,45.585808581,38.276683265
1,2007,511,25,156,17,86,671,17989,8979,1.3897381733,2.7842744181,8.6719662016,17.373872369,0.9450219579,1.8933066043,4.7806993162,9.5779039982,37.300572572,74.729925381
2,2007,511,76,124,6,63,757,17989,8979,4.2248040469,8.464194231,6.8931013397,13.810001114,0.3335371616,0.6682258603,3.5021401968,7.0163715336,42.081271888,84.30782938
3,2007,511,41,121,20,74,484,17989,8979,2.2791706043,4.5662100457,6.7263327589,13.475888184,1.1117905387,2.2274195345,4.1136249931,8.2414522775,26.905331036,53.903552734
4,2007,511,1,115,21,79,432,17989,8979,0.0555895269,0.1113709767,6.3927955973,12.807662323,1.1673800656,2.3387905112,4.3915726277,8.7983071612,24.014675635,48.112261945
5,2007,511,2,119,9,72,317,17989,8979,0.1111790539,0.2227419534,6.615153705,13.25314623,0.5003057424,1.0023387905,4.0024459392,8.0187103241,17.621880038,35.304599621
